"Geneid" "Allel" "Tissue" "Value"
"444" "Ntsc3863" "sa" "sex" -0.501901147542782
"445" "Ntsc3858" "BA" "veg" -0.0671660494259467
"446" "Ntsc3858" "BA" "sex" -0.0447773662839645
"447" "Ntsc3858" "sa" "veg" 0.738826543685414
"448" "Ntsc3858" "sa" "sex" -0.263067026918291
"449" "Ntsc3852" "BA" "veg" 0.375010442628203
"450" "Ntsc3852" "BA" "sex" 0.0335830247129734
"451" "Ntsc3852" "sa" "veg" -0.369413271842707
"452" "Ntsc3852" "sa" "sex" 0.600099198148979
"453" "Ntsc7881" "BA" "veg" -0.0111943415709911
"454" "Ntsc7881" "BA" "sex" -0.654653670707977
"455" "Ntsc7881" "sa" "veg" 0.604494444833521
"456" "Ntsc7881" "sa" "sex" -0.453370833625141
"457" "Ntsc3851" "BA" "veg" 0.755618056041901
"458" "Ntsc3851" "BA" "sex" 0.604494444833521
"459" "Ntsc3851" "sa" "veg" 0.785584404849572
"460" "Ntsc3851" "sa" "sex" 0.85104977192037
"461" "Ntsc3857" "BA" "veg" 0.380607613413698
"462" "Ntsc3857" "BA" "sex" 0.589188303637179
"463" "Ntsc3857" "sa" "veg" 0.338237729865788
"464" "Ntsc3857" "sa" "sex" 0.738826543685414
"465" "Ntsc3849" "BA" "veg" -0.611010092660779
"466" "Ntsc3849" "BA" "sex" 0.0109108945117996
"467" "Ntsc3849" "sa" "veg" -0.436579321268654
"468" "Ntsc3849" "sa" "sex" 0.261861468283191
"469" "Ntsc3848" "BA" "veg" 0.447346674983784
"470" "Ntsc3848" "BA" "sex" -0.338237729865788
"471" "Ntsc3848" "sa" "veg" 0.250950573771391
"472" "Ntsc3848" "sa" "sex" 0.720119037778775
"473" "Ntsc3850" "BA" "veg" 0.10074907413892
"474" "Ntsc3850" "BA" "sex" 0.179109465135858
"475" "Ntsc3850" "sa" "veg" 0.0981980506061965
"476" "Ntsc3850" "sa" "sex" -0.152752523165195
"477" "Ntsc3847" "BA" "veg" -0.349148624377588
"478" "Ntsc3847" "BA" "sex" 0.545544725589981
"479" "Ntsc3847" "sa" "veg" 0.207306995724193
"480" "Ntsc3847" "sa" "sex" 0.436435780471985
